id,skills,location,certification,education,skill_level,work_preference,experience
814,physician,New York,BLS PALS,Master,intermediate,part-time,3
815,physician,Houston,BLS ACLS PALS NRP,Master,entry-level,part-time,7
816,physician,Los Angeles,BLS CPR ACLS,Master,advanced,night shift,18
817,physician,New York,NRP BLS ACLS PALS CPR,Master,intermediate,part-time,8
818,physician,New York,BLS,Master,intermediate,night shift,25
819,physician,Houston,PALS ACLS NRP BLS CPR,Master,entry-level,day shift,4
820,physician,Los Angeles,PALS BLS CPR,Master,advanced,day shift,25
821,physician,Houston,BLS NRP ACLS CPR PALS,Master,advanced,night shift,19
822,physician,New York,NRP,Master,entry-level,part-time,1
823,physician,New York,NRP,Master,advanced,full-time,8
824,physician,Los Angeles,NRP PALS ACLS CPR,Master,entry-level,full-time,27
825,physician,Chicago,NRP,Master,entry-level,full-time,1
826,physician,Chicago,CPR ACLS NRP PALS BLS,Master,intermediate,night shift,18
827,physician,Philadelphia,CPR,Master,intermediate,full-time,30
828,physician,Houston,BLS ACLS CPR PALS NRP,Master,intermediate,night shift,11
829,physician,Houston,BLS ACLS NRP PALS CPR,Master,intermediate,day shift,14
830,physician,Chicago,ACLS NRP PALS BLS,Master,intermediate,night shift,30
831,physician,Houston,CPR ACLS BLS,Master,entry-level,day shift,19
832,physician,Philadelphia,BLS ACLS NRP PALS,Master,advanced,full-time,17
833,physician,Los Angeles,BLS NRP PALS CPR,Master,intermediate,day shift,10
834,physician,Los Angeles,PALS CPR ACLS NRP,Master,intermediate,full-time,29
835,physician,Houston,ACLS PALS CPR,Master,intermediate,part-time,24
836,physician,Los Angeles,NRP BLS PALS CPR,Master,intermediate,night shift,15
837,physician,New York,CPR BLS,Master,entry-level,full-time,13
838,physician,Houston,ACLS BLS,Master,intermediate,night shift,28
839,physician,Chicago,CPR ACLS BLS PALS,Master,advanced,full-time,7
840,physician,Los Angeles,ACLS NRP BLS,Master,entry-level,night shift,30
841,physician,Chicago,CPR BLS NRP,Master,entry-level,full-time,14
842,physician,New York,CPR PALS,Master,advanced,night shift,2
843,physician,Philadelphia,PALS ACLS NRP CPR,Master,advanced,full-time,20
844,physician,New York,CPR PALS ACLS BLS,Master,intermediate,night shift,13
845,physician,Los Angeles,BLS PALS NRP ACLS,Master,intermediate,full-time,4
846,physician,Houston,ACLS BLS NRP PALS CPR,Master,entry-level,full-time,8
847,physician,Chicago,ACLS CPR BLS PALS NRP,Master,intermediate,day shift,5
848,physician,Philadelphia,BLS CPR,Master,entry-level,full-time,19
849,physician,Los Angeles,ACLS,Master,advanced,part-time,22
850,physician,Los Angeles,NRP PALS BLS,Master,intermediate,night shift,27
851,physician,New York,CPR ACLS,Master,entry-level,full-time,25
852,physician,New York,CPR BLS,Master,advanced,part-time,26
853,physician,Los Angeles,NRP CPR ACLS BLS PALS,Master,intermediate,day shift,10
854,physician,New York,BLS PALS CPR NRP,Master,entry-level,day shift,7
855,physician,Houston,CPR BLS NRP ACLS PALS,Master,advanced,night shift,24
856,physician,Houston,CPR ACLS BLS PALS NRP,Master,entry-level,full-time,17
857,physician,Philadelphia,BLS PALS,Master,intermediate,full-time,24
858,physician,Los Angeles,BLS,Master,entry-level,full-time,15
859,physician,New York,CPR NRP BLS PALS,Master,entry-level,day shift,1
860,physician,Chicago,NRP CPR PALS ACLS,Master,advanced,part-time,14
861,physician,Philadelphia,BLS ACLS PALS CPR,Master,advanced,night shift,11
862,physician,Los Angeles,BLS,Master,intermediate,full-time,29
863,physician,Philadelphia,BLS PALS NRP ACLS,Master,advanced,part-time,5
864,physician,Los Angeles,ACLS,Master,entry-level,full-time,3
865,physician,Los Angeles,BLS PALS CPR ACLS,Master,intermediate,full-time,8
866,physician,Houston,ACLS,Master,advanced,day shift,25
867,physician,Philadelphia,BLS ACLS PALS,Master,intermediate,part-time,5
868,physician,Houston,CPR ACLS NRP BLS PALS,Master,entry-level,part-time,17
869,physician,Philadelphia,NRP ACLS PALS CPR BLS,Master,entry-level,full-time,3
870,physician,New York,CPR ACLS PALS NRP,Master,entry-level,day shift,21
871,physician,Los Angeles,BLS ACLS PALS,Master,advanced,day shift,12
872,physician,New York,NRP BLS PALS CPR,Master,advanced,day shift,30
873,physician,New York,ACLS NRP PALS,Master,intermediate,night shift,2
874,physician,New York,BLS CPR,Master,intermediate,night shift,3
875,physician,Houston,BLS ACLS PALS,Master,entry-level,night shift,21
876,physician,Houston,CPR ACLS,Master,entry-level,night shift,17
877,physician,New York,BLS NRP ACLS,Master,advanced,night shift,22
878,physician,Chicago,CPR ACLS PALS,Master,advanced,part-time,5
879,physician,Los Angeles,CPR PALS NRP,Master,entry-level,day shift,9
880,physician,Philadelphia,PALS,Master,intermediate,full-time,1
881,physician,Los Angeles,ACLS PALS BLS CPR NRP,Master,entry-level,night shift,5
882,physician,Philadelphia,ACLS,Master,advanced,night shift,16
883,physician,Philadelphia,ACLS BLS,Master,advanced,night shift,17
884,physician,New York,CPR BLS,Master,entry-level,night shift,3
885,physician,Los Angeles,NRP CPR BLS,Master,entry-level,night shift,13
886,physician,Philadelphia,ACLS BLS CPR PALS,Master,advanced,night shift,22
887,physician,Philadelphia,BLS ACLS,Master,advanced,part-time,24
888,physician,Houston,BLS PALS,Master,intermediate,part-time,29
889,physician,Chicago,NRP CPR PALS BLS ACLS,Master,intermediate,night shift,16
890,physician,Houston,ACLS,Master,intermediate,day shift,17
891,physician,Chicago,NRP PALS BLS,Master,entry-level,night shift,1
892,physician,Houston,NRP,Master,entry-level,night shift,29
893,physician,Chicago,BLS CPR ACLS,Master,intermediate,night shift,3
894,physician,Philadelphia,PALS ACLS CPR BLS,Master,entry-level,full-time,9
895,physician,Chicago,BLS NRP CPR ACLS PALS,Master,advanced,night shift,26
896,physician,New York,PALS NRP CPR,Master,advanced,day shift,8
897,physician,New York,PALS ACLS NRP,Master,entry-level,night shift,29
898,physician,New York,PALS NRP ACLS,Master,entry-level,night shift,9
899,physician,New York,CPR NRP,Master,intermediate,night shift,27
900,physician,New York,ACLS PALS,Master,entry-level,day shift,4
901,physician,Houston,PALS,Master,entry-level,day shift,6
902,physician,Chicago,PALS BLS NRP CPR ACLS,Master,advanced,full-time,15
903,physician,Chicago,BLS ACLS CPR NRP,Master,intermediate,part-time,29
904,physician,Houston,BLS NRP,Master,entry-level,full-time,18
905,physician,Los Angeles,PALS NRP,Master,entry-level,part-time,27
906,physician,New York,NRP ACLS PALS CPR BLS,Master,advanced,night shift,26
907,physician,Los Angeles,CPR,Master,intermediate,day shift,10
908,physician,New York,CPR,Master,entry-level,part-time,20
909,physician,Philadelphia,ACLS CPR BLS,Master,advanced,part-time,11
910,physician,Philadelphia,PALS NRP CPR ACLS,Master,entry-level,night shift,22
911,physician,Chicago,NRP PALS ACLS,Master,entry-level,full-time,23
912,physician,New York,ACLS,Master,advanced,full-time,29
913,physician,Chicago,NRP,Master,advanced,full-time,20
914,physician,Philadelphia,NRP CPR BLS PALS ACLS,Master,intermediate,night shift,6
915,physician,Chicago,PALS NRP BLS ACLS,Master,advanced,full-time,20
916,physician,Philadelphia,PALS BLS CPR NRP,Master,advanced,full-time,30
917,physician,New York,ACLS NRP BLS CPR PALS,Master,entry-level,day shift,5
918,physician,New York,PALS ACLS NRP,Master,advanced,night shift,26
919,physician,Los Angeles,ACLS,Master,advanced,day shift,14
920,physician,Philadelphia,PALS CPR,Master,advanced,full-time,27
921,physician,Philadelphia,NRP CPR BLS ACLS,Master,entry-level,day shift,5
922,physician,Los Angeles,PALS ACLS,Master,advanced,day shift,8
923,physician,Philadelphia,NRP ACLS CPR BLS PALS,Master,intermediate,day shift,23
924,physician,Chicago,PALS NRP BLS ACLS CPR,Master,intermediate,full-time,3
925,physician,Chicago,CPR BLS PALS ACLS NRP,Master,entry-level,full-time,30
926,physician,New York,NRP BLS,Master,entry-level,full-time,15
927,physician,Philadelphia,CPR BLS PALS,Master,intermediate,day shift,30
928,physician,New York,CPR,Master,advanced,night shift,26
929,physician,New York,PALS BLS CPR NRP ACLS,Master,intermediate,part-time,13
930,physician,Los Angeles,ACLS PALS NRP CPR BLS,Master,intermediate,night shift,17
931,physician,Chicago,PALS ACLS,Master,intermediate,day shift,29
932,physician,Philadelphia,NRP CPR ACLS,Master,advanced,day shift,30
933,physician,Houston,CPR ACLS PALS BLS,Master,intermediate,day shift,5
934,physician,New York,ACLS,Master,entry-level,part-time,26
935,physician,Los Angeles,CPR PALS,Master,advanced,part-time,24
936,physician,Philadelphia,ACLS PALS CPR NRP BLS,Master,advanced,part-time,23
937,physician,New York,BLS ACLS CPR,Master,advanced,part-time,7
938,physician,New York,CPR ACLS,Master,entry-level,day shift,14
939,physician,Los Angeles,NRP ACLS BLS CPR PALS,Master,advanced,part-time,1
940,physician,New York,BLS ACLS PALS CPR,Master,intermediate,full-time,27
941,physician,Chicago,NRP BLS CPR ACLS,Master,entry-level,night shift,17
942,physician,Chicago,CPR BLS ACLS,Master,entry-level,night shift,9
943,physician,Philadelphia,BLS ACLS NRP,Master,advanced,full-time,19
944,physician,Houston,CPR NRP BLS,Master,intermediate,full-time,19
945,physician,Chicago,CPR ACLS NRP PALS,Master,entry-level,part-time,3
946,physician,Chicago,ACLS CPR,Master,intermediate,night shift,13
947,physician,Houston,PALS,Master,advanced,day shift,13
948,physician,Philadelphia,NRP CPR BLS PALS,Master,entry-level,part-time,18
949,physician,Houston,CPR PALS ACLS NRP BLS,Master,advanced,full-time,21
950,physician,Philadelphia,PALS ACLS BLS NRP,Master,entry-level,day shift,18
951,physician,Los Angeles,PALS,Master,entry-level,day shift,15
952,physician,Chicago,PALS BLS ACLS,Master,advanced,full-time,17
953,physician,Chicago,ACLS,Master,entry-level,day shift,11
954,physician,Chicago,BLS PALS CPR ACLS,Master,entry-level,part-time,20
955,physician,Houston,PALS NRP BLS,Master,advanced,day shift,1
956,physician,Philadelphia,NRP,Master,entry-level,full-time,27
957,physician,Philadelphia,BLS PALS,Master,entry-level,part-time,29
958,physician,Philadelphia,NRP PALS BLS ACLS CPR,Master,intermediate,full-time,28
959,physician,Chicago,ACLS PALS NRP BLS CPR,Master,entry-level,day shift,6
960,physician,Los Angeles,NRP PALS,Master,entry-level,full-time,3
961,physician,New York,NRP ACLS CPR,Master,advanced,full-time,15
962,physician,New York,ACLS NRP PALS CPR,Master,entry-level,night shift,11
963,physician,New York,PALS BLS,Master,advanced,part-time,16
964,physician,Chicago,NRP CPR PALS BLS ACLS,Master,intermediate,night shift,23
965,physician,New York,PALS ACLS CPR NRP BLS,Master,entry-level,part-time,22
966,physician,Los Angeles,ACLS,Master,intermediate,day shift,23
967,physician,New York,CPR BLS PALS NRP,Master,intermediate,night shift,18
968,physician,New York,CPR ACLS NRP,Master,intermediate,full-time,2
969,physician,Los Angeles,CPR PALS BLS NRP,Master,advanced,day shift,28
970,physician,Philadelphia,NRP CPR BLS,Master,advanced,night shift,7
971,physician,Chicago,CPR PALS NRP BLS,Master,intermediate,day shift,20
972,physician,New York,ACLS,Master,intermediate,part-time,4
973,physician,Philadelphia,CPR,Master,advanced,part-time,19
974,physician,Los Angeles,CPR NRP,Master,advanced,part-time,4
975,physician,Philadelphia,CPR ACLS BLS PALS NRP,Master,advanced,full-time,7
976,physician,Houston,BLS,Master,entry-level,day shift,15
977,physician,Los Angeles,PALS,Master,advanced,day shift,25
978,physician,Los Angeles,NRP,Master,advanced,part-time,17
979,physician,Houston,CPR,Master,advanced,night shift,8
980,physician,New York,BLS CPR NRP,Master,intermediate,night shift,20
981,physician,Philadelphia,CPR ACLS PALS BLS,Master,entry-level,full-time,27
982,physician,Los Angeles,ACLS,Master,entry-level,night shift,27
983,physician,Philadelphia,CPR BLS ACLS,Master,advanced,night shift,17
984,physician,Chicago,ACLS NRP CPR BLS PALS,Master,intermediate,day shift,8
985,physician,Philadelphia,BLS ACLS CPR PALS NRP,Master,entry-level,part-time,2
986,physician,New York,NRP ACLS CPR,Master,entry-level,day shift,15
987,physician,Los Angeles,NRP CPR,Master,advanced,part-time,1
988,physician,Chicago,ACLS NRP BLS PALS CPR,Master,advanced,full-time,7
989,physician,Houston,BLS NRP,Master,entry-level,full-time,9
990,physician,Philadelphia,BLS CPR PALS NRP,Master,entry-level,night shift,17
991,physician,Houston,CPR BLS NRP PALS,Master,entry-level,part-time,25
992,physician,New York,ACLS CPR PALS,Master,intermediate,part-time,9
993,physician,Houston,PALS NRP,Master,intermediate,night shift,24
994,physician,New York,PALS ACLS,Master,advanced,part-time,16
995,physician,Los Angeles,NRP BLS PALS CPR,Master,advanced,full-time,21
996,physician,Houston,NRP ACLS CPR PALS BLS,Master,intermediate,full-time,3
997,physician,Philadelphia,PALS CPR,Master,advanced,full-time,27
998,physician,Chicago,CPR PALS ACLS,Master,entry-level,day shift,20
999,physician,Chicago,CPR,Master,entry-level,day shift,1
1000,physician,Houston,ACLS PALS CPR,Master,advanced,full-time,18
1001,physician,Los Angeles,PALS CPR,Master,entry-level,full-time,7
1002,physician,New York,BLS PALS NRP,Master,intermediate,day shift,16
1003,physician,Houston,CPR ACLS NRP PALS,Master,advanced,full-time,27
1004,physician,Houston,ACLS BLS CPR NRP PALS,Master,entry-level,day shift,22
1005,physician,Philadelphia,NRP PALS ACLS CPR,Master,advanced,full-time,18
1006,physician,Chicago,PALS BLS CPR NRP,Master,entry-level,day shift,29
1007,physician,Chicago,BLS ACLS NRP PALS,Master,entry-level,night shift,16
1008,physician,Los Angeles,NRP PALS,Master,advanced,day shift,14
1009,physician,Philadelphia,PALS BLS ACLS CPR NRP,Master,advanced,day shift,1
1010,physician,Los Angeles,BLS ACLS,Master,entry-level,part-time,9
1011,physician,Chicago,BLS CPR PALS NRP ACLS,Master,entry-level,day shift,20
1012,physician,Los Angeles,ACLS PALS NRP CPR,Master,entry-level,part-time,12
1013,physician,Philadelphia,CPR,Master,intermediate,day shift,29
1014,physician,Houston,CPR NRP BLS ACLS PALS,Master,intermediate,day shift,8
1015,physician,Houston,CPR,Master,advanced,day shift,28
1016,physician,New York,NRP BLS ACLS CPR,Master,advanced,day shift,24
1017,physician,New York,ACLS NRP BLS PALS CPR,Master,intermediate,day shift,19
1018,physician,Chicago,PALS BLS NRP ACLS CPR,Master,advanced,day shift,11
1019,physician,Chicago,ACLS NRP BLS PALS CPR,Master,intermediate,night shift,5
1020,physician,Chicago,NRP,Master,advanced,day shift,9
1021,physician,Houston,CPR BLS,Master,intermediate,full-time,14
1022,physician,Houston,PALS BLS NRP,Master,entry-level,day shift,25
1023,physician,New York,ACLS,Master,advanced,night shift,23
1024,physician,Chicago,CPR NRP PALS BLS ACLS,Master,entry-level,part-time,8
1025,physician,Los Angeles,ACLS NRP CPR,Master,entry-level,night shift,25
1026,physician,Philadelphia,ACLS CPR PALS,Master,intermediate,night shift,5
1027,physician,Chicago,CPR BLS ACLS PALS,Master,intermediate,full-time,8
1028,physician,Philadelphia,ACLS CPR NRP,Master,intermediate,full-time,2
1029,physician,Chicago,PALS,Master,intermediate,day shift,7
1030,physician,Chicago,BLS ACLS CPR PALS NRP,Master,intermediate,night shift,25
1031,physician,New York,BLS,Master,intermediate,day shift,22
1032,physician,New York,CPR,Master,entry-level,night shift,20
1033,physician,Houston,BLS CPR PALS,Master,advanced,part-time,2
1034,physician,Los Angeles,BLS,Master,intermediate,full-time,11
1035,physician,Houston,BLS PALS CPR NRP,Master,entry-level,day shift,12
1036,physician,Houston,NRP ACLS PALS,Master,entry-level,part-time,26
1037,physician,Chicago,PALS BLS NRP CPR,Master,entry-level,day shift,7
1038,physician,Chicago,PALS ACLS,Master,intermediate,night shift,1
1039,physician,New York,CPR ACLS PALS NRP,Master,advanced,day shift,22
1040,physician,Los Angeles,CPR NRP,Master,entry-level,night shift,23
1041,physician,Philadelphia,NRP BLS CPR PALS ACLS,Master,entry-level,part-time,8
1042,physician,New York,PALS ACLS BLS,Master,entry-level,part-time,25
1043,physician,Philadelphia,ACLS CPR PALS NRP,Master,advanced,part-time,11
1044,physician,New York,BLS ACLS,Master,intermediate,part-time,19
1045,physician,Chicago,ACLS PALS NRP BLS CPR,Master,entry-level,day shift,21
1046,physician,Los Angeles,NRP ACLS CPR BLS,Master,advanced,part-time,5
1047,physician,Chicago,PALS NRP CPR BLS,Master,entry-level,day shift,28
1048,physician,Chicago,ACLS,Master,advanced,night shift,23
1049,physician,Houston,NRP ACLS,Master,entry-level,full-time,17
1050,physician,Houston,BLS PALS ACLS,Master,intermediate,day shift,9
1051,physician,Chicago,NRP ACLS,Master,advanced,night shift,7
1052,physician,Los Angeles,CPR NRP PALS ACLS BLS,Master,entry-level,full-time,13
1053,physician,Philadelphia,CPR NRP BLS PALS ACLS,Master,intermediate,night shift,9
1054,physician,Philadelphia,ACLS NRP PALS,Master,intermediate,day shift,2
1055,physician,Philadelphia,NRP,Master,intermediate,night shift,23
1056,physician,Los Angeles,BLS CPR,Master,intermediate,night shift,15
1057,physician,Los Angeles,ACLS NRP BLS,Master,intermediate,full-time,14
1058,physician,Houston,PALS,Master,intermediate,night shift,4
1059,physician,Chicago,PALS NRP ACLS BLS CPR,Master,advanced,night shift,6
1060,physician,Philadelphia,BLS ACLS,Master,entry-level,full-time,11
1061,physician,Philadelphia,NRP CPR,Master,entry-level,day shift,1
1062,physician,New York,PALS NRP BLS,Master,intermediate,part-time,14
1063,physician,Philadelphia,PALS NRP BLS ACLS,Master,entry-level,night shift,13
1064,physician,Los Angeles,NRP PALS ACLS,Master,entry-level,part-time,29
1065,physician,Los Angeles,NRP ACLS CPR PALS,Master,advanced,day shift,7
1066,physician,Philadelphia,PALS CPR BLS ACLS NRP,Master,entry-level,night shift,13
1067,physician,Chicago,BLS PALS CPR NRP,Master,entry-level,part-time,27
1068,physician,New York,BLS,Master,entry-level,full-time,4
1069,physician,Philadelphia,CPR PALS BLS ACLS NRP,Master,intermediate,night shift,30
1070,physician,Philadelphia,PALS ACLS,Master,entry-level,part-time,25
1071,physician,Philadelphia,ACLS PALS BLS,Master,intermediate,day shift,7
1072,physician,New York,NRP PALS CPR,Master,entry-level,night shift,17
1073,physician,New York,ACLS,Master,intermediate,full-time,6
1074,physician,Los Angeles,BLS ACLS CPR NRP PALS,Master,entry-level,part-time,19
1075,physician,Chicago,CPR ACLS,Master,advanced,full-time,29
1076,physician,Los Angeles,ACLS,Master,advanced,part-time,28
1077,physician,Chicago,NRP ACLS,Master,intermediate,night shift,8
1078,physician,Houston,PALS NRP ACLS,Master,intermediate,night shift,22
1079,physician,Houston,BLS,Master,advanced,full-time,20
1080,physician,Houston,PALS BLS ACLS CPR NRP,Master,intermediate,day shift,12
1081,physician,Chicago,BLS PALS CPR ACLS,Master,intermediate,night shift,17
1082,physician,Los Angeles,NRP CPR,Master,advanced,night shift,23
1083,physician,Philadelphia,PALS NRP ACLS CPR,Master,advanced,night shift,27
1084,physician,Chicago,PALS,Master,advanced,full-time,19
1085,physician,New York,NRP BLS CPR,Master,intermediate,night shift,12
1086,physician,Philadelphia,PALS ACLS CPR,Master,intermediate,day shift,3
1087,physician,Los Angeles,CPR,Master,entry-level,part-time,3
1088,physician,New York,CPR BLS ACLS PALS,Master,intermediate,part-time,13
1089,physician,Houston,ACLS BLS NRP CPR,Master,intermediate,day shift,19
1090,physician,Chicago,CPR ACLS,Master,advanced,night shift,11
1091,physician,Houston,PALS,Master,advanced,night shift,7
1092,physician,Los Angeles,BLS CPR,Master,intermediate,night shift,25
1093,physician,Chicago,CPR PALS ACLS NRP,Master,entry-level,part-time,17
1094,physician,Los Angeles,ACLS BLS NRP,Master,intermediate,day shift,20
1095,physician,Houston,CPR BLS PALS,Master,entry-level,night shift,21
1096,physician,Chicago,BLS NRP ACLS,Master,intermediate,day shift,14
1097,physician,Chicago,PALS,Master,intermediate,day shift,20
1098,physician,Chicago,PALS ACLS NRP BLS CPR,Master,advanced,day shift,1
1099,physician,Los Angeles,PALS,Master,entry-level,day shift,8
1100,physician,Philadelphia,CPR ACLS,Master,intermediate,part-time,24
1101,physician,Los Angeles,BLS NRP CPR PALS,Master,intermediate,day shift,9
1102,physician,Chicago,CPR,Master,entry-level,day shift,5
1103,physician,Houston,NRP,Master,entry-level,part-time,16
1104,physician,Los Angeles,NRP ACLS CPR,Master,entry-level,night shift,14
1105,physician,New York,NRP,Master,advanced,full-time,20
1106,physician,Houston,ACLS CPR BLS,Master,advanced,full-time,28
1107,physician,Houston,CPR PALS,Master,intermediate,day shift,7
1108,physician,Houston,NRP,Master,intermediate,full-time,24
1109,physician,Houston,BLS PALS,Master,entry-level,part-time,15
1110,physician,Houston,CPR NRP PALS BLS,Master,entry-level,day shift,11
1111,physician,Los Angeles,NRP,Master,intermediate,night shift,4
1112,physician,New York,BLS,Master,advanced,full-time,6
1113,physician,Chicago,NRP,Master,advanced,part-time,21
1114,physician,Chicago,NRP ACLS BLS,Master,entry-level,day shift,14
1115,physician,Philadelphia,CPR ACLS,Master,advanced,part-time,20
1116,physician,Philadelphia,PALS ACLS NRP CPR BLS,Master,entry-level,day shift,11
1117,physician,Houston,PALS,Master,advanced,full-time,22
1118,physician,New York,BLS,Master,entry-level,full-time,20
1119,physician,New York,CPR,Master,advanced,part-time,30
1120,physician,Houston,NRP ACLS,Master,entry-level,night shift,29
1121,physician,Los Angeles,BLS PALS,Master,advanced,full-time,24
1122,physician,Philadelphia,CPR ACLS PALS,Master,intermediate,day shift,21
1123,physician,Philadelphia,PALS NRP BLS CPR,Master,intermediate,night shift,3
1124,physician,Los Angeles,CPR BLS,Master,intermediate,part-time,18
1125,physician,Houston,ACLS,Master,intermediate,full-time,28
1126,physician,Chicago,ACLS NRP CPR,Master,intermediate,day shift,11
1127,physician,Los Angeles,BLS,Master,entry-level,full-time,22
1128,physician,Los Angeles,BLS PALS NRP ACLS CPR,Master,intermediate,night shift,9
1129,physician,Chicago,PALS CPR BLS ACLS,Master,advanced,part-time,24
1130,physician,Houston,NRP BLS,Master,entry-level,night shift,25
1131,physician,Houston,CPR PALS NRP BLS ACLS,Master,intermediate,night shift,24
1132,physician,New York,ACLS BLS NRP,Master,intermediate,part-time,1
1133,physician,Philadelphia,CPR PALS,Master,advanced,part-time,27
1134,physician,Houston,PALS NRP BLS CPR,Master,entry-level,full-time,29
1135,physician,Philadelphia,ACLS,Master,advanced,part-time,8
1136,physician,Philadelphia,NRP PALS BLS,Master,advanced,full-time,23
1137,physician,Chicago,BLS NRP ACLS CPR,Master,intermediate,full-time,14
1138,physician,Philadelphia,CPR BLS PALS,Master,advanced,part-time,9
1139,physician,New York,BLS ACLS CPR PALS,Master,intermediate,part-time,27
1140,physician,New York,ACLS CPR,Master,advanced,part-time,27
1141,physician,Chicago,PALS CPR BLS NRP,Master,advanced,night shift,19
1142,physician,New York,PALS BLS NRP,Master,intermediate,day shift,22
1143,physician,Houston,NRP CPR PALS BLS ACLS,Master,intermediate,night shift,9
1144,physician,Chicago,BLS CPR,Master,entry-level,day shift,19
1145,physician,Houston,BLS PALS NRP CPR ACLS,Master,intermediate,day shift,6
1146,physician,Los Angeles,CPR PALS NRP BLS ACLS,Master,advanced,day shift,15
1147,physician,Houston,BLS NRP CPR PALS ACLS,Master,intermediate,night shift,22
1148,physician,Houston,PALS BLS ACLS CPR,Master,advanced,night shift,30
1149,physician,Philadelphia,PALS CPR NRP ACLS BLS,Master,intermediate,full-time,11
1150,physician,Philadelphia,PALS CPR BLS ACLS,Master,entry-level,part-time,15
1151,physician,New York,PALS CPR,Master,intermediate,day shift,5
1152,physician,Los Angeles,CPR ACLS NRP PALS,Master,entry-level,part-time,9
1153,physician,Houston,ACLS BLS NRP PALS CPR,Master,entry-level,night shift,27
1154,physician,New York,ACLS PALS,Master,intermediate,night shift,10
1155,physician,Philadelphia,NRP BLS PALS CPR,Master,entry-level,part-time,6
1156,physician,Chicago,PALS NRP BLS,Master,advanced,part-time,1
1157,physician,Houston,NRP ACLS BLS,Master,intermediate,night shift,3
1158,physician,Los Angeles,ACLS CPR,Master,intermediate,full-time,9
1159,physician,Los Angeles,BLS ACLS,Master,advanced,full-time,26
1160,physician,Los Angeles,PALS NRP,Master,entry-level,full-time,27
1161,physician,New York,CPR PALS,Master,entry-level,night shift,26
1162,physician,Los Angeles,PALS ACLS CPR,Master,advanced,night shift,21
1163,physician,Philadelphia,NRP,Master,advanced,part-time,20
1164,physician,Los Angeles,ACLS NRP CPR PALS,Master,advanced,night shift,29
1165,physician,Los Angeles,BLS PALS NRP CPR ACLS,Master,entry-level,part-time,26
1166,physician,New York,PALS CPR,Master,entry-level,full-time,8
1167,physician,Philadelphia,ACLS,Master,advanced,day shift,19
1168,physician,Chicago,BLS PALS NRP CPR ACLS,Master,entry-level,day shift,23
1169,physician,Philadelphia,ACLS,Master,advanced,full-time,17
1170,physician,Houston,PALS ACLS BLS NRP,Master,entry-level,full-time,5
1171,physician,Philadelphia,NRP CPR ACLS BLS,Master,entry-level,part-time,1
1172,physician,Houston,ACLS BLS NRP CPR PALS,Master,intermediate,part-time,3
1173,physician,Los Angeles,CPR,Master,entry-level,part-time,28
1174,physician,Philadelphia,BLS ACLS CPR,Master,advanced,part-time,22
1175,physician,Houston,PALS,Master,intermediate,night shift,19
1176,physician,New York,ACLS,Master,advanced,night shift,14
1177,physician,New York,NRP,Master,advanced,day shift,9
1178,physician,New York,BLS CPR,Master,intermediate,part-time,9
1179,physician,Philadelphia,ACLS,Master,entry-level,night shift,25
1180,physician,Philadelphia,CPR NRP BLS,Master,intermediate,full-time,9
1181,physician,Los Angeles,BLS CPR PALS ACLS NRP,Master,intermediate,night shift,2
1182,physician,Chicago,NRP BLS PALS CPR ACLS,Master,entry-level,full-time,27
1183,physician,Houston,CPR BLS NRP,Master,intermediate,day shift,25
1184,physician,Philadelphia,BLS NRP PALS ACLS CPR,Master,advanced,part-time,12
1185,physician,Houston,BLS ACLS PALS CPR NRP,Master,entry-level,part-time,3
1186,physician,Houston,PALS CPR,Master,advanced,part-time,10
1187,physician,Houston,PALS ACLS,Master,intermediate,day shift,20
1188,physician,New York,BLS PALS,Master,entry-level,part-time,13
1189,physician,Houston,CPR BLS NRP PALS ACLS,Master,advanced,day shift,14
1190,physician,Los Angeles,CPR PALS ACLS BLS,Master,entry-level,night shift,13
1191,physician,Los Angeles,ACLS,Master,entry-level,full-time,9
1192,physician,Los Angeles,ACLS,Master,entry-level,night shift,16
1193,physician,New York,NRP BLS CPR PALS ACLS,Master,intermediate,day shift,11
1194,physician,Houston,CPR PALS,Master,advanced,day shift,5
1195,physician,Philadelphia,NRP ACLS BLS PALS,Master,entry-level,day shift,9
1196,physician,Chicago,CPR BLS PALS,Master,advanced,night shift,19
1197,physician,Los Angeles,CPR ACLS PALS,Master,intermediate,night shift,22
1198,physician,Houston,PALS NRP,Master,intermediate,part-time,24
1199,physician,New York,CPR NRP BLS,Master,advanced,day shift,12
1200,physician,Chicago,PALS NRP CPR BLS,Master,entry-level,day shift,19
1201,physician,Los Angeles,BLS PALS CPR NRP,Master,advanced,full-time,16
1202,physician,Philadelphia,PALS CPR NRP ACLS BLS,Master,entry-level,part-time,17
1203,physician,New York,NRP PALS BLS ACLS,Master,intermediate,night shift,2
1204,physician,New York,PALS NRP ACLS BLS CPR,Master,advanced,day shift,24
1205,physician,Houston,BLS CPR ACLS,Master,intermediate,day shift,21
1206,physician,Los Angeles,CPR NRP PALS,Master,intermediate,night shift,30
1207,physician,Chicago,BLS CPR ACLS,Master,intermediate,day shift,11
1208,physician,Philadelphia,BLS PALS NRP CPR,Master,advanced,night shift,17
1209,physician,Chicago,ACLS PALS CPR BLS,Master,intermediate,night shift,16
1210,physician,Chicago,PALS CPR BLS,Master,intermediate,day shift,15
1211,physician,Los Angeles,NRP BLS CPR ACLS,Master,advanced,full-time,17
